taxonid,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,scientific_name,taxonomic_authority,infra_rank,infra_name,population,category,main_common_name
13636,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,MOITESSIERIIDAE,Corseria,Corseria corsica,"(R. Bernasconi, 1994)",,,,CR,
13648,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Molossus,Molossus molossus,"(Pallas, 1766)",,,,LC,Pallas's Mastiff Bat
13664,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELMINTHOGLYPTIDAE,Monadenia,Monadenia mormonum ssp. hirsuta,"(Pilsbry, 1927)",ssp.,hirsuta,,DD,
13704,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,MONODONTIDAE,Monodon,Monodon monoceros,"Linnaeus, 1758",,,,LC,Narwhal
13715,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Monomorium,Monomorium santschii,"(Forel, 1905)",,,,VU,
13840,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Mops,Mops demonstrator,"(Thomas, 1903)",,,,LC,Mongalla Mops Bat
13850,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Mops,Mops trevori,"J.A. Allen, 1917",,,,DD,Trevor's Mops Bat
13881,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Mormopterus,Mormopterus doriae,"K. Andersen, 1907",,,,DD,Sumatran Mastiff Bat
13901,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,MOSCHIDAE,Moschus,Moschus leucogaster,"Hodgson, 1839",,,,EN,Himalayan Muskdeer
13921,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Mugilogobius,Mugilogobius adeia,"Larson &amp; Kottelat, 1992",,,,EN,
13933,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,MURICIDAE,Muricopsis,Muricopsis matildae,"Rolan &amp; Fernandes, 1991",,,,DD,
13944,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Murina,Murina puta,"Kishida, 1924",,,,LC,Taiwanese Tube-nosed Bat
13957,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mus,Mus cervicolor,"Hodgson, 1845",,,,LC,Fawn-colored Mouse
13968,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mus,Mus mattheyi,"F. Petter, 1969",,,,LC,Matthey's Mouse
13980,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Mus,Mus setulosus,"Peters, 1876",,,,LC,Peter's Mouse
13992,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,GLIRIDAE,Muscardinus,Muscardinus avellanarius,"(Linnaeus, 1758)",,,,LC,Hazel Dormouse
14027,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Mustela,Mustela strigidorsa,"Gray, 1853",,,,LC,Stripe-backed Weasel
14055,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MEPHITIDAE,Mydaus,Mydaus marchei,"(Huet, 1887)",,,,LC,Palawan Stink-badger
14102,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Myopterus,Myopterus daubentonii,"Desmarest, 1820",,,,DD,Daubenton's Free-tailed Bat
14113,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,SORICIDAE,Myosorex,Myosorex rumpii,"Heim de Balsac, 1968",,,,EN,Rumpi Mouse Shrew
14126,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Myotis capaccinii,"(Bonaparte, 1837)",,,,VU,Long-fingered Bat
14142,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Myotis annectans,"(Dobson, 1871)",,,,LC,Hairy-faced Bat
14152,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Myotis chinensis,"(Tomes, 1857)",,,,LC,Large Myotis
14165,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Myotis hermani,"Thomas, 1923",,,,DD,Herman's Myotis
14177,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Myotis macrodactylus,"(Temminck, 1840)",,,,LC,Big-footed Myotis
14192,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Myotis pruinosus,"Yoshiyuki, 1971",,,,EN,Frosted Myotis
14203,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,Myotis siligorensis,"(Horsfield, 1855)",,,,LC,Himalayan Whiskered Bat
14214,ANIMALIA,CHORDATA,ACTINOPTERYGII,SCORPAENIFORMES,COTTIDAE,Myoxocephalus,Myoxocephalus quadricornis,"(Linnaeus, 1758)",,,,LC,Fourhorn Sculpin
14234,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Myrmica,Myrmica lemasnei,"Bernard, 1967",,,,VU,
14259,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,PALUDOMIDAE,Mysorelloides,Mysorelloides multisulcata,"(Bourguignat, 1888)",,,,LC,
14316,ANIMALIA,ARTHROPODA,OSTRACODA,PODOCOPIDA,CANDONIDAE,Namibcypris,Namibcypris costata,"Martens, 1992",,,,EX,
14330,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE,Nanocochlea,Nanocochlea pupoidea,"Ponder &amp; Clark, 1993",,,,VU,
14361,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NATALIDAE,Chilonatalus,Chilonatalus tumidifrons,"Miller, 1903",,,,NT,Bahamian Lesser Funnel-eared Bat
14483,ANIMALIA,ARTHROPODA,INSECTA,ORTHOPTERA,TETTIGONIIDAE,Neduba,Neduba extincta,"Rentz, 1977",,,,EX,Antioch Dunes Shieldback Katydid
14505,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Neochanna,Neochanna burrowsius,"(Phillipps, 1926)",,,,CR,Canterbury Mudfish
14524,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Neogobius,Neogobius melanostomus,"(Pallas, 1814)",,,,LC,Round Goby
14555,ANIMALIA,MOLLUSCA,GASTROPODA,HYGROPHILA,PLANORBIDAE,Neoplanorbis,Neoplanorbis umbilicatus,"Walker, 1908",,,,EX,Umbilicate Flat-top Snail
14580,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Neotoma,Neotoma bryanti ssp. martinensis,"Goldman, 1905",ssp.,martinensis,,EX,San Martin Island Woodrat
14592,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Neotoma,Neotoma nelsoni,"Goldman, 1905",,,,CR,Nelson's Woodrat
14624,ANIMALIA,MOLLUSCA,GASTROPODA,CYCLONERITIDA,NERITILIIDAE,Neritilia,Neritilia hawaiiensis,"Kay, 1979",,,,DD,Anchialine Pool Snail
14672,ANIMALIA,CHORDATA,MAMMALIA,EULIPOTYPHLA,NESOPHONTIDAE,Nesophontes,Nesophontes hypomicrus,"Miller, 1929",,,,EX,Atalaye Nesophontes
14685,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PUPILLIDAE,Nesopupa,Nesopupa baldwini,"Ancey, 1904",,,,DD,
14695,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PUPILLIDAE,Nesopupa,Nesopupa newcombi,"Cooke &amp; Pilsbry, 1920",,,,DD,
14706,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Nesoryzomys,Nesoryzomys darwini,"Osgood, 1929",,,,EX,Darwin's Galapagos Mouse
14745,ANIMALIA,ARTHROPODA,MAXILLOPODA,CALANOIDA,DIAPTOMIDAE,Neutrodiaptomus,Neutrodiaptomus formosus,"(K. Kikuchi, 1928)",,,,DD,
14759,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Ngairea,Ngairea murphyi,"(Cox, 1864)",,,,DD,
14794,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,NIPHARGIDAE,Niphargobatoides,Niphargobatoides lefkodemonaki,"(Sket, 1990)",,,,VU,
14804,ANIMALIA,ARTHROPODA,MALACOSTRACA,AMPHIPODA,NIPHARGIDAE,Niphargus,Niphargus stygius ssp. stygius,"(Schiödte, 1847)",ssp.,stygius,,VU,
14815,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Niviventer,Niviventer coninga,"(Swinhoe, 1864)",,,,LC,Spiny Taiwan Niviventer
14825,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Niviventer,Niviventer rapit,"(Bonhote, 1903)",,,,LC,Montane Bornean Niviventer
14854,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Notiomys,Notiomys edwardsii,"(Thomas, 1890)",,,,LC,Edwards's Long-clawed Mouse
14867,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Notomys,Notomys alexis,"Thomas, 1922",,,,LC,Spinifex Hopping Mouse
14882,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Notropis,Notropis aulidion,"Chernoff &amp; Miller, 1986",,,,EX,Durango Shiner
14892,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,LEUCISCIDAE,Notropis,Notropis oxyrhynchus,"Hubbs & Bonham, 1951",,,,VU,Sharpnose Shiner
14903,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ICTALURIDAE,Noturus,Noturus lachneri,"Taylor, 1969",,,,EN,Ouachita Madtom
14921,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,Nyctalus aviator,"(Thomas, 1911)",,,,NT,Japanese Large Noctule
14932,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NYCTERIDAE,Nycteris,Nycteris javanica,"É. Geoffroy, 1813",,,,VU,Javan Slit-faced Bat
14944,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nycticeius,Nycticeius humeralis,"(Rafinesque, 1818)",,,,LC,Evening Bat
14960,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Nyctimene,Nyctimene varius,"K. Andersen, 1910",,,,VU,Lesser Tube-nosed Fruit Bat
14994,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MOLOSSIDAE,Nyctinomops,Nyctinomops femorosaccus,"(Merriam, 1899)",,,,LC,Pocketed Free-tailed Bat
15009,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctophilus,Nyctophilus sherrini,"Thomas, 1915",,,,VU,Tasmanian Long-eared Bat
15029,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,RHYTIDIDAE,Occirhenea,Occirhenea georgiana,"Quoy &amp; Gaimard, 1832",,,,EN,
15090,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,OCTODONTIDAE,Octodon,Octodon pacificus,"R. Hutterer, 1994",,,,CR,
15132,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oecomys,Oecomys cleberi,"Locks, 1981",,,,DD,Cleber's Arboreal Rice Rat
15143,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oecomys,Oecomys trinitatis,"(J.A. Allen &amp; Chapman, 1893)",,,,LC,Long-furred Rice Rat
15174,ANIMALIA,MOLLUSCA,GASTROPODA,CYCLONERITIDA,HELICINIDAE,Ogasawarana,Ogasawarana microtheca,"(Pilsbry, 1902)",,,,DD,
15184,ANIMALIA,CHORDATA,ACTINOPTERYGII,OPHIDIIFORMES,BYTHITIDAE,Ogilbia,Ogilbia galapagosensis,"(Poll &amp; LeLeup, 1965)",,,,EN,Galápagos Cuskeel
15241,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oligoryzomys,Oligoryzomys andinus,"(Osgood, 1914)",,,,LC,Andean Pygmy Rice Rat
15251,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oligoryzomys,Oligoryzomys magellanicus,"(Bennett, 1836)",,,,LC,Magellanic Pygmy Rice Rat
15263,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SCINCIDAE,Oligosoma,Oligosoma fallai,"(McCann, 1955)",,,,VU,Falla's Skink
15275,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,ASSIMINEIDAE,Omphalotropis,Omphalotropis elongatula,"Quadras &amp; Möllendorff, 1894",,,,DD,
15287,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,ASSIMINEIDAE,Omphalotropis,Omphalotropis ochthogyra,"Quadras &amp; Möllendorff, 1894",,,,DD,
15297,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,ASSIMINEIDAE,Omphalotropis,Omphalotropis plicosa,"Pfeiffer, 1852",,,,EX,
15319,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Oncorhynchus,Oncorhynchus masou ssp. ishikawae,"Jordan &amp; McGregor, 1925",ssp.,ishikawae,,EN,Red-spotted Masu Salmon
15338,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Onychomys,Onychomys leucogaster,"(Wied-Neuwied, 1841)",,,,LC,Northern Grasshopper Mouse
15357,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Opanara,Opanara perahuensis,"Solem, 1976",,,,CR,
15387,ANIMALIA,CHORDATA,ACTINOPTERYGII,SYNBRANCHIFORMES,SYNBRANCHIDAE,Ophisternon,Ophisternon infernale,"(Hubbs, 1938)",,,,EN,Blind Swamp Eel
15419,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,DELPHINIDAE,Orcaella,Orcaella brevirostris,"(Owen in Gray, 1866)",,,,EN,Irrawaddy Dolphin
15430,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Orconectes,Orconectes stannardi,"Page, 1985",,,,LC,Little Wabash Crayfish
15440,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,CAMBARIDAE,Orconectes,Orconectes deanae,"Reimer &amp; Jester, 1975",,,,LC,Conchas Crayfish
15450,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Ordtrachia,Ordtrachia elegans,"Solem, 1988",,,,VU,
15466,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OREOHELICIDAE,Oreohelix,Oreohelix strigosa ssp. goniogyra,"Pilsbry, 1933",ssp.,goniogyra,,DD,Carinated Striate Banded Mountain Snail
15485,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Oreotragus,Oreotragus oreotragus,"(Zimmermann, 1783)",,,,LC,Klipspringer
15519,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Ornithoptera,Ornithoptera meridionalis,"(Rothschild, 1897)",,,,NT,Southern Tailed Birdwing
15549,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,GEOMYIDAE,Orthogeomys,Orthogeomys hispidus,"(Le Conte, 1852)",,,,LC,Hispid Pocket Gopher
15577,ANIMALIA,CHORDATA,ACTINOPTERYGII,BELONIFORMES,ADRIANICHTHYIDAE,Oryzias,Oryzias orthognathus,"Kottelat, 1990",,,,NT,Sharp-jawed Buntingi
15592,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oryzomys,Oryzomys couesi,"(Alston, 1877)",,,,LC,Coues's Rice Rat
15605,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Euryoryzomys,Euryoryzomys macconnelli,"(O. Thomas, 1910)",,,,LC,Macconnell's Rice Rat
15616,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Aegialomys,Aegialomys xanthaeolus,"(Thomas, 1894)",,,,LC,Yellowish Rice Rat
15640,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Otocolobus,Otocolobus manul,"(Pallas, 1776)",,,,LC,Pallas's Cat
15651,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Otomys,Otomys anchietae,"(Bocage, 1882)",,,,LC,Angolan Vlei Rat
15666,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Ototylomys,Ototylomys phyllotis,"Merriam, 1901",,,,LC,Big-eared Climbing Rat
15769,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,OXYCHILIDAE,Oxychilus,Oxychilus basajauna,"Atlonaga, 1990",,,,EN,
15783,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Oxymycterus,Oxymycterus angularis,"Thomas, 1909",,,,LC,Angular Hocicudo
15803,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,CERVIDAE,Ozotoceros,Ozotoceros bezoarticus,"(Linnaeus, 1758)",,,,NT,Pampas Deer
15870,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Padogobius,Padogobius nigricans,"(Canestrini, 1867)",,,,VU,Arno Goby
15885,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,PALAEMONIDAE,Palaemonetes,Palaemonetes antrorum,"Benedict, 1896",,,,EN,Balcones Cave Shrimp
15897,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,DIPLOMMATINIDAE,Palaina,Palaina ovatula,"von Möllendorff, 1897",,,,DD,
15908,ANIMALIA,MOLLUSCA,GASTROPODA,ARCHITAENIOGLOSSA,DIPLOMMATINIDAE,Palaina,Palaina xiphidium,"Moellendorff, 1897",,,,DD,
15921,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CHAROPIDAE,Palikirus,Palikirus ponapicus,"Möllendorff, 1900",,,,DD,
15933,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,HOMINIDAE,Pan,Pan troglodytes,"(Blumenbach, 1799)",,,,EN,Chimpanzee
15953,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,FELIDAE,Panthera,Panthera onca,"(Linnaeus, 1758)",,,,NT,Jaguar
15975,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Papagomys,Papagomys armandvillei,"Jentink, 1892",,,,NT,Armandville’s Papagomys
15988,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Papilio,Papilio esperanza,"Beutelspacher, 1975",,,,EN,Esperanza Swallowtail
15998,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Papilio,Papilio maraho,"(Shiraki &amp; Sonan, 1934)",,,,LR/nt,
16010,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PAPILLODERMATIDAE,Papilloderma,Papilloderma altonagai,"Wiktor, Martin &amp; Castillejo, 1990",,,,VU,
16032,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,CAMAENIDAE,Papuexul,Papuexul bidwilli,"(Reeve, 1853)",,,,LR/nt,Mottled Treesnail
16104,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,VIVERRIDAE,Paradoxurus,Paradoxurus jerdoni,"Blanford, 1885",,,,LC,Brown Palm Civet
16123,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,LYCAENIDAE,Paralucia,Paralucia spinifera,"Edwards &amp; Common, 1978",,,,EN,Bathurst Copper
16137,ANIMALIA,ARTHROPODA,MALACOSTRACA,ANASPIDACEA,ANASPIDIDAE,Paranaspides,Paranaspides lacustris,"Smith, 1909",,,,VU,Great Lake Shrimp
16148,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Parantica,Parantica marcia,"(Joicey &amp; Talbot, 1916)",,,,EN,Biak Tiger
16158,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,NYMPHALIDAE,Parantica,Parantica sulewattan,"(Fruhstorfer, 1896)",,,,EN,Bonthain Tiger
16176,ANIMALIA,ARTHROPODA,INSECTA,ODONATA,THAUMATONEURIDAE,Paraphlebia,Paraphlebia zoe,"Hagen, 1861",,,,VU,Zoe Waterfall Damsel
16199,ANIMALIA,CHORDATA,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Paratilapia,Paratilapia polleni,"Bleeker, 1868",,,,VU,Marakely
16209,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Paraxerus,Paraxerus ochraceus,"(Huet, 1880)",,,,LC,Ochre Bush Squirrel
16237,ANIMALIA,CHORDATA,ACTINOPTERYGII,CICHLIFORMES,CICHLIDAE,Paretroplus,Paretroplus petiti,"Pellegrin, 1929",,,,DD,Kotso
16249,ANIMALIA,ARTHROPODA,INSECTA,LEPIDOPTERA,PAPILIONIDAE,Parnassius,Parnassius apollo,"(Linnaeus, 1758)",,,,LC,Apollo
16278,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,Partula mooreana,"Hartman, 1880",,,,EW,Moorean Viviparous Tree Snail
16289,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,Partula guamensis,"(L. Pfeiffer, 1846)",,,,EX,Pohnpei Ground Partula Snail
16304,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,Partula clara,"Pease, 1864",,,,CR,Pale Partula tree snail
16322,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,Partula producta,"Pease, 1865",,,,EX,Polynesian Tree Snail
16337,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,PARTULIDAE,Partula,Partula cytherea,"Cooke &amp; Crampton, 1930",,,,CR,Polynesian Tree Snail
16353,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Partulina,Partulina montagui,"Pilsbry, 1850",,,,EX,
16363,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Partulina,Partulina porcellana,"(Newcomb, 1853)",,,,DD,
16373,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Partulina,Partulina virgulata,"(Mighels, 1845)",,,,DD,
16458,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CTENODACTYLIDAE,Pectinator,Pectinator spekei,"Blyth, 1856",,,,LC,Speke's Pectinator
16484,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BOVIDAE,Pelea,Pelea capreolus,"(Forster, 1790)",,,,NT,Grey Rhebok
16529,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,PELOMEDUSIDAE,Pelusios,Pelusios broadleyi,"Bour, 1986",,,,VU,Turkana Mud Turtle
16570,ANIMALIA,CHORDATA,MAMMALIA,PERAMELEMORPHIA,PERAMELIDAE,Perameles,Perameles eremiana,"Spencer, 1897",,,,EX,Desert Bandicoot
16589,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,PERCIDAE,Percina,Percina jenkinsi,"Thompson, 1985",,,,CR,Conasauga Logperch
16599,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,ACHATINELLIDAE,Perdicella,Perdicella helena,"(Newcomb, 1853)",,,,EN,
16620,ANIMALIA,ONYCHOPHORA,UDEONYCHOPHORA,EUONYCHOPHORA,PERIPATOPSIDAE,Peripatopsis,Peripatopsis leonina,"Purcell, 1899",,,,CR,Lion's Hill Velvet Worm
16652,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,Peromyscus boylii,"(Baird, 1855)",,,,LC,Brush Mouse
16662,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,Peromyscus grandis,"Goodwin, 1932",,,,NT,Big Deer Mouse
16672,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,Peromyscus maniculatus,"(Wagner, 1845)",,,,LC,North American Deermouse
16682,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,Peromyscus nasutus,"(J.A. Allen, 1891)",,,,LC,Northern Rock Mouse
16692,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Peromyscus,Peromyscus stephani,"Townsend, 1912",,,,CR,San Esteban Deermouse
16711,ANIMALIA,CHORDATA,MAMMALIA,PERAMELEMORPHIA,PERAMELIDAE,Peroryctes,Peroryctes raffrayana,"(Milne-Edwards, 1878)",,,,LC,Raffray's Bandicoot
16722,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petaurista,Petaurista nobilis,"(Gray, 1842)",,,,NT,Bhutan Giant Flying Squirrel
16733,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Petinomys,Petinomys crinitus,"(Hollister, 1911)",,,,LC,Mindanao Flying Squirrel
16750,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,MACROPODIDAE,Petrogale,Petrogale xanthopus,"Gray, 1855",,,,NT,Yellow-footed Rock Wallaby
16781,ANIMALIA,CHORDATA,PETROMYZONTI,PETROMYZONTIFORMES,PETROMYZONTIDAE,Petromyzon,Petromyzon marinus,"Linnaeus, 1758",,,,LC,Sea Lamprey
16855,ANIMALIA,CHORDATA,MAMMALIA,DIPROTODONTIA,PHALANGERIDAE,Phalanger,Phalanger sericeus,"Thomas, 1907",,,,LC,Silky Cuscus
16887,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Pharotis,Pharotis imogene,"Thomas, 1914",,,,CR,Thomas's Big-eared Bat
16899,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Craseomys,Craseomys andersoni,"(Thomas, 1905)",,,,LC,Anderson’s Red-backed Vole
16910,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,FORMICIDAE,Pheidole,Pheidole elecebra,"(Wheeler, 1904)",,,,VU,
16996,ANIMALIA,MOLLUSCA,GASTROPODA,STYLOMMATOPHORA,HELICARIONIDAE,Philonesia,Philonesia pitcairnensis,Baker,,,,VU,
17022,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,PHOCIDAE,Phoca,Phoca vitulina ssp. richardii,"(Gray, 1864)",ssp.,richardii,,LC,North Pacific Harbor Seal
17036,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Phodopus,Phodopus roborovskii,"(Satunin, 1903)",,,,LC,Desert Hamster
17073,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,TATEIDAE,Phrantela,Phrantela richardsoni,"Ponder &amp; Clark, 1993",,,,DD,
